10090.ENSMUSP00000036596 9606.ENSP00000313110
10090.ENSMUSP00000124193 9606.ENSP00000296824
10090.ENSMUSP00000124194 9606.ENSP00000372193
10090.ENSMUSP00000124195 9606.ENSP00000297405
10090.ENSMUSP00000124196 9606.ENSP00000337363
10090.ENSMUSP00000124197 9606.ENSP00000244565
10090.ENSMUSP00000121117 9606.ENSP00000405738
10090.ENSMUSP00000121116 9606.ENSP00000361824
10090.ENSMUSP00000121114 9606.ENSP00000441953
10090.ENSMUSP00000121113 9606.ENSP00000424765
10090.ENSMUSP00000121112 9606.ENSP00000378743
10090.ENSMUSP00000121111 9606.ENSP00000262948
10090.ENSMUSP00000121110 9606.ENSP00000271688
10090.ENSMUSP00000058470 9606.ENSP00000349893
10090.ENSMUSP00000121119 9606.ENSP00000384999
10090.ENSMUSP00000121118 9606.ENSP00000265372
10090.ENSMUSP00000022316 9606.ENSP00000361272
10090.ENSMUSP00000036971 9606.ENSP00000443551
10090.ENSMUSP00000036974 9606.ENSP00000366923
10090.ENSMUSP00000104394 9606.ENSP00000336764
10090.ENSMUSP00000128479 9606.ENSP00000389910
10090.ENSMUSP00000128478 9606.ENSP00000387185
10090.ENSMUSP00000128473 9606.ENSP00000226951
10090.ENSMUSP00000071179 9606.ENSP00000468897 9606.ENSP00000341821
10090.ENSMUSP00000128476 9606.ENSP00000467176
10090.ENSMUSP00000056713 9606.ENSP00000333724
10090.ENSMUSP00000084005 9606.ENSP00000359474
10090.ENSMUSP00000014499 9606.ENSP00000339109
10090.ENSMUSP00000093558 9606.ENSP00000477437
10090.ENSMUSP00000049912 9606.ENSP00000333374
10090.ENSMUSP00000110102 9606.ENSP00000325663
10090.ENSMUSP00000138882 9606.ENSP00000342169
10090.ENSMUSP00000120244 9606.ENSP00000484803
10090.ENSMUSP00000120245 9606.ENSP00000406027
10090.ENSMUSP00000120246 9606.ENSP00000362441
10090.ENSMUSP00000120247 9606.ENSP00000269187
10090.ENSMUSP00000120240 9606.ENSP00000242140
10090.ENSMUSP00000120241 9606.ENSP00000318177
10090.ENSMUSP00000120242 9606.ENSP00000298048
10090.ENSMUSP00000120243 9606.ENSP00000307288
10090.ENSMUSP00000120248 9606.ENSP00000346442
10090.ENSMUSP00000120249 9606.ENSP00000257414
10090.ENSMUSP00000143075 9606.ENSP00000265171
10090.ENSMUSP00000135259 9606.ENSP00000457492
10090.ENSMUSP00000135258 9606.ENSP00000369614
10090.ENSMUSP00000135255 9606.ENSP00000248306
10090.ENSMUSP00000135254 9606.ENSP00000363314
10090.ENSMUSP00000135257 9606.ENSP00000261842
10090.ENSMUSP00000135251 9606.ENSP00000395587 9606.ENSP00000452252 9606.ENSP00000474388 9606.ENSP00000375220 9606.ENSP00000379462 9606.ENSP00000474204 9606.ENSP00000417289 9606.ENSP00000419539
10090.ENSMUSP00000135250 9606.ENSP00000290401
10090.ENSMUSP00000135253 9606.ENSP00000311344
10090.ENSMUSP00000132619 9606.ENSP00000381844
10090.ENSMUSP00000033187 9606.ENSP00000369268
10090.ENSMUSP00000132614 9606.ENSP00000312625
10090.ENSMUSP00000132615 9606.ENSP00000263054
10090.ENSMUSP00000132616 9606.ENSP00000222399
10090.ENSMUSP00000139738 9606.ENSP00000455643 9606.ENSP00000258874
10090.ENSMUSP00000139739 9606.ENSP00000273075
10090.ENSMUSP00000104293 9606.ENSP00000375653
10090.ENSMUSP00000136500 9606.ENSP00000254868
10090.ENSMUSP00000139733 9606.ENSP00000274979
10090.ENSMUSP00000106151 9606.ENSP00000298355
10090.ENSMUSP00000136504 9606.ENSP00000320935
10090.ENSMUSP00000136505 9606.ENSP00000347140
10090.ENSMUSP00000136506 9606.ENSP00000317636
10090.ENSMUSP00000139735 9606.ENSP00000451030
10090.ENSMUSP00000144704 9606.ENSP00000297145
10090.ENSMUSP00000123865 9606.ENSP00000393183
10090.ENSMUSP00000001036 9606.ENSP00000431885
10090.ENSMUSP00000019026 9606.ENSP00000484903
10090.ENSMUSP00000016033 9606.ENSP00000228740
10090.ENSMUSP00000084910 9606.ENSP00000303766
10090.ENSMUSP00000118099 9606.ENSP00000290524
10090.ENSMUSP00000084918 9606.ENSP00000297785
10090.ENSMUSP00000016034 9606.ENSP00000266736
10090.ENSMUSP00000139888 9606.ENSP00000307959
10090.ENSMUSP00000139889 9606.ENSP00000263253
10090.ENSMUSP00000139884 9606.ENSP00000249079
10090.ENSMUSP00000139885 9606.ENSP00000175756
10090.ENSMUSP00000139886 9606.ENSP00000263238
10090.ENSMUSP00000139887 9606.ENSP00000375881 9606.ENSP00000295463 9606.ENSP00000295453
10090.ENSMUSP00000139880 9606.ENSP00000263955
10090.ENSMUSP00000139881 9606.ENSP00000376048
10090.ENSMUSP00000039990 9606.ENSP00000429200
10090.ENSMUSP00000040765 9606.ENSP00000350676
10090.ENSMUSP00000040762 9606.ENSP00000367476
10090.ENSMUSP00000145161 9606.ENSP00000303206 9606.ENSP00000233735
10090.ENSMUSP00000137679 9606.ENSP00000324741
10090.ENSMUSP00000137678 9606.ENSP00000271764
10090.ENSMUSP00000035523 9606.ENSP00000364370
10090.ENSMUSP00000137671 9606.ENSP00000376056
10090.ENSMUSP00000137670 9606.ENSP00000389715
10090.ENSMUSP00000137673 9606.ENSP00000297788
10090.ENSMUSP00000137675 9606.ENSP00000463533
10090.ENSMUSP00000137677 9606.ENSP00000457718 9606.ENSP00000454500 9606.ENSP00000305459
10090.ENSMUSP00000137676 9606.ENSP00000260952
10090.ENSMUSP00000044861 9606.ENSP00000368296
10090.ENSMUSP00000086519 9606.ENSP00000426906 9606.ENSP00000426455
10090.ENSMUSP00000044866 9606.ENSP00000216373
10090.ENSMUSP00000033957 9606.ENSP00000265707
10090.ENSMUSP00000086511 9606.ENSP00000246080
10090.ENSMUSP00000033956 9606.ENSP00000430950
10090.ENSMUSP00000079555 9606.ENSP00000248058 9606.ENSP00000328144
10090.ENSMUSP00000133568 9606.ENSP00000365588
10090.ENSMUSP00000079557 9606.ENSP00000292450
10090.ENSMUSP00000123523 9606.ENSP00000278243
10090.ENSMUSP00000043073 9606.ENSP00000369921
10090.ENSMUSP00000079553 9606.ENSP00000360076
10090.ENSMUSP00000135098 9606.ENSP00000484803
10090.ENSMUSP00000133561 9606.ENSP00000399808
10090.ENSMUSP00000128316 9606.ENSP00000264870
10090.ENSMUSP00000133565 9606.ENSP00000344465
10090.ENSMUSP00000133564 9606.ENSP00000373905
10090.ENSMUSP00000133567 9606.ENSP00000264709
10090.ENSMUSP00000133566 9606.ENSP00000460070
10090.ENSMUSP00000038117 9606.ENSP00000264731
10090.ENSMUSP00000038113 9606.ENSP00000240185
10090.ENSMUSP00000038110 9606.ENSP00000332513
10090.ENSMUSP00000038119 9606.ENSP00000376608
10090.ENSMUSP00000141883 9606.ENSP00000390891 9606.ENSP00000387111 9606.ENSP00000338057
10090.ENSMUSP00000141882 9606.ENSP00000330959
10090.ENSMUSP00000141881 9606.ENSP00000369293
10090.ENSMUSP00000007139 9606.ENSP00000232905
10090.ENSMUSP00000141887 9606.ENSP00000406084
10090.ENSMUSP00000141886 9606.ENSP00000296543
10090.ENSMUSP00000141885 9606.ENSP00000356671
10090.ENSMUSP00000141884 9606.ENSP00000310036
10090.ENSMUSP00000097311 9606.ENSP00000310933
10090.ENSMUSP00000007130 9606.ENSP00000344456
10090.ENSMUSP00000007131 9606.ENSP00000253792
10090.ENSMUSP00000028293 9606.ENSP00000349929
10090.ENSMUSP00000028294 9606.ENSP00000360797
10090.ENSMUSP00000028295 9606.ENSP00000360803
10090.ENSMUSP00000062409 9606.ENSP00000357123
10090.ENSMUSP00000028299 9606.ENSP00000358212
10090.ENSMUSP00000030460 9606.ENSP00000347224
10090.ENSMUSP00000030461 9606.ENSP00000379739
10090.ENSMUSP00000040187 9606.ENSP00000370812
10090.ENSMUSP00000030464 9606.ENSP00000262741
10090.ENSMUSP00000030465 9606.ENSP00000361072
10090.ENSMUSP00000059419 9606.ENSP00000224807
10090.ENSMUSP00000030469 9606.ENSP00000361048
10090.ENSMUSP00000072297 9606.ENSP00000388001
10090.ENSMUSP00000030286 9606.ENSP00000251157
10090.ENSMUSP00000022282 9606.ENSP00000423822
10090.ENSMUSP00000143953 9606.ENSP00000321498
10090.ENSMUSP00000125337 9606.ENSP00000351141
10090.ENSMUSP00000143950 9606.ENSP00000381382
10090.ENSMUSP00000143957 9606.ENSP00000342351
10090.ENSMUSP00000074361 9606.ENSP00000304419
10090.ENSMUSP00000143955 9606.ENSP00000362014
10090.ENSMUSP00000143954 9606.ENSP00000483946
10090.ENSMUSP00000143958 9606.ENSP00000364586
10090.ENSMUSP00000078207 9606.ENSP00000257181
10090.ENSMUSP00000140289 9606.ENSP00000386277
10090.ENSMUSP00000140286 9606.ENSP00000378284 9606.ENSP00000482895
10090.ENSMUSP00000140284 9606.ENSP00000356150
10090.ENSMUSP00000140285 9606.ENSP00000242804 9606.ENSP00000467286 9606.ENSP00000392024 9606.ENSP00000339767 9606.ENSP00000305077 9606.ENSP00000411084 9606.ENSP00000301547 9606.ENSP00000293725 9606.ENSP00000340683 9606.ENSP00000440365 9606.ENSP00000313443 9606.ENSP00000479449 9606.ENSP00000344162 9606.ENSP00000348419 9606.ENSP00000305373 9606.ENSP00000354414 9606.ENSP00000335437 9606.ENSP00000350576 9606.ENSP00000394380 9606.ENSP00000369774
10090.ENSMUSP00000140282 9606.ENSP00000236918
10090.ENSMUSP00000140280 9606.ENSP00000295550
10090.ENSMUSP00000140281 9606.ENSP00000264607
10090.ENSMUSP00000140750 9606.ENSP00000295851
10090.ENSMUSP00000140751 9606.ENSP00000286628
10090.ENSMUSP00000144073 9606.ENSP00000370055
10090.ENSMUSP00000140753 9606.ENSP00000376686
10090.ENSMUSP00000140754 9606.ENSP00000258042
10090.ENSMUSP00000109998 9606.ENSP00000480884
10090.ENSMUSP00000144077 9606.ENSP00000369840
10090.ENSMUSP00000140757 9606.ENSP00000390265
10090.ENSMUSP00000140758 9606.ENSP00000384259
10090.ENSMUSP00000140759 9606.ENSP00000371234
10090.ENSMUSP00000109997 9606.ENSP00000480884
10090.ENSMUSP00000109996 9606.ENSP00000386453
10090.ENSMUSP00000042852 9606.ENSP00000422473
10090.ENSMUSP00000109993 9606.ENSP00000358997
10090.ENSMUSP00000109992 9606.ENSP00000358997
10090.ENSMUSP00000022609 9606.ENSP00000256398
10090.ENSMUSP00000132913 9606.ENSP00000323811
10090.ENSMUSP00000029658 9606.ENSP00000265162
10090.ENSMUSP00000057020 9606.ENSP00000323355
10090.ENSMUSP00000022601 9606.ENSP00000368801
10090.ENSMUSP00000029652 9606.ENSP00000422464
10090.ENSMUSP00000029651 9606.ENSP00000422354
10090.ENSMUSP00000029650 9606.ENSP00000415433
10090.ENSMUSP00000029657 9606.ENSP00000304169
10090.ENSMUSP00000029654 9606.ENSP00000264428
10090.ENSMUSP00000134937 9606.ENSP00000405514
10090.ENSMUSP00000134936 9606.ENSP00000305976
10090.ENSMUSP00000143487 9606.ENSP00000359233
10090.ENSMUSP00000134934 9606.ENSP00000298832
10090.ENSMUSP00000143481 9606.ENSP00000425561
10090.ENSMUSP00000143480 9606.ENSP00000392395
10090.ENSMUSP00000143483 9606.ENSP00000349181
10090.ENSMUSP00000143482 9606.ENSP00000360822
10090.ENSMUSP00000134967 9606.ENSP00000349244
10090.ENSMUSP00000034076 9606.ENSP00000219197
10090.ENSMUSP00000143489 9606.ENSP00000449381
10090.ENSMUSP00000143488 9606.ENSP00000320359
10090.ENSMUSP00000134938 9606.ENSP00000309749 9606.ENSP00000327459 9606.ENSP00000216099 9606.ENSP00000385057 9606.ENSP00000355340
10090.ENSMUSP00000108027 9606.ENSP00000369198
10090.ENSMUSP00000108024 9606.ENSP00000369198
10090.ENSMUSP00000075630 9606.ENSP00000345333 9606.ENSP00000457423 9606.ENSP00000471607 9606.ENSP00000458124
10090.ENSMUSP00000108023 9606.ENSP00000369198
10090.ENSMUSP00000108020 9606.ENSP00000369198
10090.ENSMUSP00000108021 9606.ENSP00000369198
10090.ENSMUSP00000134845 9606.ENSP00000325485
10090.ENSMUSP00000138772 9606.ENSP00000276198
10090.ENSMUSP00000037168 9606.ENSP00000357900
10090.ENSMUSP00000019257 9606.ENSP00000291582
10090.ENSMUSP00000000449 9606.ENSP00000170447
10090.ENSMUSP00000027381 9606.ENSP00000265322
10090.ENSMUSP00000027380 9606.ENSP00000412524
10090.ENSMUSP00000118327 9606.ENSP00000330753
10090.ENSMUSP00000038801 9606.ENSP00000359621
10090.ENSMUSP00000004655 9606.ENSP00000221954
10090.ENSMUSP00000097780 9606.ENSP00000381490
10090.ENSMUSP00000135068 9606.ENSP00000347730
10090.ENSMUSP00000027809 9606.ENSP00000355512
10090.ENSMUSP00000120955 9606.ENSP00000375872
10090.ENSMUSP00000037532 9606.ENSP00000354960
10090.ENSMUSP00000121637 9606.ENSP00000427407
10090.ENSMUSP00000097781 9606.ENSP00000413625
10090.ENSMUSP00000118256 9606.ENSP00000296333
10090.ENSMUSP00000037783 9606.ENSP00000323065
10090.ENSMUSP00000056778 9606.ENSP00000481103
10090.ENSMUSP00000075110 9606.ENSP00000325618
10090.ENSMUSP00000075113 9606.ENSP00000072644
10090.ENSMUSP00000075115 9606.ENSP00000262013
10090.ENSMUSP00000056774 9606.ENSP00000428056
10090.ENSMUSP00000066878 9606.ENSP00000381231 9606.ENSP00000381234
10090.ENSMUSP00000049832 9606.ENSP00000334072
10090.ENSMUSP00000066872 9606.ENSP00000264784
10090.ENSMUSP00000083073 9606.ENSP00000329797
10090.ENSMUSP00000083077 9606.ENSP00000354490
10090.ENSMUSP00000083076 9606.ENSP00000357065
10090.ENSMUSP00000131141 9606.ENSP00000346986
10090.ENSMUSP00000131140 9606.ENSP00000369217
10090.ENSMUSP00000143223 9606.ENSP00000398048
10090.ENSMUSP00000143222 9606.ENSP00000485525
10090.ENSMUSP00000131145 9606.ENSP00000380869
10090.ENSMUSP00000131144 9606.ENSP00000368737
10090.ENSMUSP00000143227 9606.ENSP00000340874
10090.ENSMUSP00000131146 9606.ENSP00000265379
10090.ENSMUSP00000099005 9606.ENSP00000386174
10090.ENSMUSP00000143228 9606.ENSP00000383105
10090.ENSMUSP00000115792 9606.ENSP00000309555
10090.ENSMUSP00000099001 9606.ENSP00000358997
10090.ENSMUSP00000099000 9606.ENSP00000469970 9606.ENSP00000358967 9606.ENSP00000358945 9606.ENSP00000472316
10090.ENSMUSP00000099002 9606.ENSP00000370074
10090.ENSMUSP00000033485 9606.ENSP00000470248
10090.ENSMUSP00000009420 9606.ENSP00000417291
10090.ENSMUSP00000009425 9606.ENSP00000418009
10090.ENSMUSP00000116124 9606.ENSP00000290246
10090.ENSMUSP00000059943 9606.ENSP00000470086
10090.ENSMUSP00000023260 9606.ENSP00000352163
10090.ENSMUSP00000042405 9606.ENSP00000386796
10090.ENSMUSP00000031787 9606.ENSP00000419266
10090.ENSMUSP00000105331 9606.ENSP00000364370
10090.ENSMUSP00000023265 9606.ENSP00000301258
10090.ENSMUSP00000023268 9606.ENSP00000349022
10090.ENSMUSP00000023269 9606.ENSP00000377640
10090.ENSMUSP00000129357 9606.ENSP00000268154
10090.ENSMUSP00000031788 9606.ENSP00000265395
10090.ENSMUSP00000105338 9606.ENSP00000246190
10090.ENSMUSP00000090717 9606.ENSP00000271971
10090.ENSMUSP00000110649 9606.ENSP00000275764
10090.ENSMUSP00000033483 9606.ENSP00000365401
10090.ENSMUSP00000036784 9606.ENSP00000341684
10090.ENSMUSP00000142309 9606.ENSP00000356016 9606.ENSP00000421736
10090.ENSMUSP00000027038 9606.ENSP00000265572
10090.ENSMUSP00000075637 9606.ENSP00000331823
10090.ENSMUSP00000126628 9606.ENSP00000298542
10090.ENSMUSP00000126629 9606.ENSP00000394757
10090.ENSMUSP00000115791 9606.ENSP00000351669
10090.ENSMUSP00000031256 9606.ENSP00000378578
10090.ENSMUSP00000097153 9606.ENSP00000406873 9606.ENSP00000453858
10090.ENSMUSP00000031254 9606.ENSP00000273963
10090.ENSMUSP00000031255 9606.ENSP00000482571
10090.ENSMUSP00000126625 9606.ENSP00000385727
10090.ENSMUSP00000031250 9606.ENSP00000303575
10090.ENSMUSP00000031251 9606.ENSP00000351035
10090.ENSMUSP00000025833 9606.ENSP00000406157
10090.ENSMUSP00000025831 9606.ENSP00000394888
10090.ENSMUSP00000025830 9606.ENSP00000265381
10090.ENSMUSP00000000028 9606.ENSP00000405726
10090.ENSMUSP00000025835 9606.ENSP00000265641
10090.ENSMUSP00000025834 9606.ENSP00000322532
10090.ENSMUSP00000060110 9606.ENSP00000357067
10090.ENSMUSP00000098352 9606.ENSP00000229395
10090.ENSMUSP00000098353 9606.ENSP00000371362
10090.ENSMUSP00000098354 9606.ENSP00000371362
10090.ENSMUSP00000097152 9606.ENSP00000377807
10090.ENSMUSP00000102994 9606.ENSP00000265131
10090.ENSMUSP00000098358 9606.ENSP00000437073
10090.ENSMUSP00000024123 9606.ENSP00000380413
10090.ENSMUSP00000104108 9606.ENSP00000245923
10090.ENSMUSP00000116128 9606.ENSP00000361544
10090.ENSMUSP00000112596 9606.ENSP00000352455
10090.ENSMUSP00000067837 9606.ENSP00000262865
10090.ENSMUSP00000067830 9606.ENSP00000428263
10090.ENSMUSP00000005218 9606.ENSP00000398632
10090.ENSMUSP00000061244 9606.ENSP00000358880
10090.ENSMUSP00000111362 9606.ENSP00000387757
10090.ENSMUSP00000061242 9606.ENSP00000358001
10090.ENSMUSP00000061243 9606.ENSP00000319744
10090.ENSMUSP00000116928 9606.ENSP00000343818
10090.ENSMUSP00000116929 9606.ENSP00000432688
10090.ENSMUSP00000116920 9606.ENSP00000376317
10090.ENSMUSP00000116921 9606.ENSP00000358089
10090.ENSMUSP00000116922 9606.ENSP00000410804
10090.ENSMUSP00000116923 9606.ENSP00000273398
10090.ENSMUSP00000116924 9606.ENSP00000323795
10090.ENSMUSP00000140656 9606.ENSP00000438388
10090.ENSMUSP00000116926 9606.ENSP00000340914
10090.ENSMUSP00000116927 9606.ENSP00000383274
10090.ENSMUSP00000022327 9606.ENSP00000401437
10090.ENSMUSP00000136261 9606.ENSP00000158771
10090.ENSMUSP00000049018 9606.ENSP00000368767
10090.ENSMUSP00000136265 9606.ENSP00000236918
10090.ENSMUSP00000136267 9606.ENSP00000259607
10090.ENSMUSP00000136266 9606.ENSP00000348821
10090.ENSMUSP00000088807 9606.ENSP00000351536
10090.ENSMUSP00000136268 9606.ENSP00000355865
10090.ENSMUSP00000088803 9606.ENSP00000231706
10090.ENSMUSP00000088801 9606.ENSP00000420617
10090.ENSMUSP00000020719 9606.ENSP00000272139
10090.ENSMUSP00000020718 9606.ENSP00000484398
10090.ENSMUSP00000006914 9606.ENSP00000341562
10090.ENSMUSP00000020710 9606.ENSP00000215838
10090.ENSMUSP00000020712 9606.ENSP00000387027
10090.ENSMUSP00000020717 9606.ENSP00000000233
10090.ENSMUSP00000006912 9606.ENSP00000365757
10090.ENSMUSP00000116726 9606.ENSP00000382342
10090.ENSMUSP00000106201 9606.ENSP00000260327
10090.ENSMUSP00000090637 9606.ENSP00000269299
10090.ENSMUSP00000140534 9606.ENSP00000231461
10090.ENSMUSP00000106203 9606.ENSP00000260327
10090.ENSMUSP00000140535 9606.ENSP00000263238
10090.ENSMUSP00000116722 9606.ENSP00000347464
10090.ENSMUSP00000140536 9606.ENSP00000426632
10090.ENSMUSP00000116723 9606.ENSP00000362727
10090.ENSMUSP00000144696 9606.ENSP00000315568
10090.ENSMUSP00000090633 9606.ENSP00000367263
10090.ENSMUSP00000103299 9606.ENSP00000263985
10090.ENSMUSP00000130010 9606.ENSP00000264414
10090.ENSMUSP00000106207 9606.ENSP00000260327
10090.ENSMUSP00000144690 9606.ENSP00000323511
10090.ENSMUSP00000006742 9606.ENSP00000242839
10090.ENSMUSP00000144693 9606.ENSP00000270861
10090.ENSMUSP00000006749 9606.ENSP00000262418
10090.ENSMUSP00000059320 9606.ENSP00000294543
10090.ENSMUSP00000032508 9606.ENSP00000001008
10090.ENSMUSP00000108969 9606.ENSP00000385751
10090.ENSMUSP00000127191 9606.ENSP00000384400
10090.ENSMUSP00000122735 9606.ENSP00000371594
10090.ENSMUSP00000103290 9606.ENSP00000338171
10090.ENSMUSP00000108742 9606.ENSP00000373340
10090.ENSMUSP00000127192 9606.ENSP00000453281
10090.ENSMUSP00000108965 9606.ENSP00000295600
10090.ENSMUSP00000103293 9606.ENSP00000363899 9606.ENSP00000363894
10090.ENSMUSP00000114388 9606.ENSP00000337261
10090.ENSMUSP00000114389 9606.ENSP00000260585
10090.ENSMUSP00000114386 9606.ENSP00000229769
10090.ENSMUSP00000114387 9606.ENSP00000392065
10090.ENSMUSP00000114384 9606.ENSP00000265967
10090.ENSMUSP00000110802 9606.ENSP00000273695 9606.ENSP00000405973
10090.ENSMUSP00000114382 9606.ENSP00000355964
10090.ENSMUSP00000110804 9606.ENSP00000296328
10090.ENSMUSP00000114380 9606.ENSP00000326424
10090.ENSMUSP00000114381 9606.ENSP00000293845
10090.ENSMUSP00000103296 9606.ENSP00000250018
10090.ENSMUSP00000108744 9606.ENSP00000373340
10090.ENSMUSP00000079613 9606.ENSP00000264012
10090.ENSMUSP00000127441 9606.ENSP00000470086
10090.ENSMUSP00000075945 9606.ENSP00000481056
10090.ENSMUSP00000112694 9606.ENSP00000433415 9606.ENSP00000352904
10090.ENSMUSP00000104610 9606.ENSP00000457411
10090.ENSMUSP00000026710 9606.ENSP00000334808
10090.ENSMUSP00000107408 9606.ENSP00000247191
10090.ENSMUSP00000107405 9606.ENSP00000356562
10090.ENSMUSP00000107404 9606.ENSP00000356562
10090.ENSMUSP00000107406 9606.ENSP00000389813
10090.ENSMUSP00000107401 9606.ENSP00000261200
10090.ENSMUSP00000132779 9606.ENSP00000226951
10090.ENSMUSP00000107403 9606.ENSP00000373277
10090.ENSMUSP00000107402 9606.ENSP00000373277
10090.ENSMUSP00000112691 9606.ENSP00000416707
10090.ENSMUSP00000114650 9606.ENSP00000342351
10090.ENSMUSP00000114651 9606.ENSP00000262301
10090.ENSMUSP00000114652 9606.ENSP00000298596
10090.ENSMUSP00000053000 9606.ENSP00000328307 9606.ENSP00000345029 9606.ENSP00000367913
10090.ENSMUSP00000096743 9606.ENSP00000217320
10090.ENSMUSP00000114655 9606.ENSP00000477981
10090.ENSMUSP00000114657 9606.ENSP00000381140
10090.ENSMUSP00000114658 9606.ENSP00000354991
10090.ENSMUSP00000114659 9606.ENSP00000358045
10090.ENSMUSP00000141604 9606.ENSP00000264249
10090.ENSMUSP00000096749 9606.ENSP00000363023
10090.ENSMUSP00000144912 9606.ENSP00000379512
10090.ENSMUSP00000129109 9606.ENSP00000467176
10090.ENSMUSP00000144910 9606.ENSP00000386738
10090.ENSMUSP00000144911 9606.ENSP00000301945
10090.ENSMUSP00000144917 9606.ENSP00000298573
10090.ENSMUSP00000144915 9606.ENSP00000232744
10090.ENSMUSP00000129100 9606.ENSP00000480476
10090.ENSMUSP00000129102 9606.ENSP00000472696 9606.ENSP00000292879
10090.ENSMUSP00000144919 9606.ENSP00000258091
10090.ENSMUSP00000109033 9606.ENSP00000480763
10090.ENSMUSP00000109030 9606.ENSP00000480763
10090.ENSMUSP00000129107 9606.ENSP00000346298
10090.ENSMUSP00000115385 9606.ENSP00000338629
10090.ENSMUSP00000115384 9606.ENSP00000253362
10090.ENSMUSP00000115386 9606.ENSP00000319482
10090.ENSMUSP00000115380 9606.ENSP00000298552
10090.ENSMUSP00000115382 9606.ENSP00000354152
10090.ENSMUSP00000112699 9606.ENSP00000400908
10090.ENSMUSP00000115389 9606.ENSP00000381981
10090.ENSMUSP00000115388 9606.ENSP00000263121
10090.ENSMUSP00000050694 9606.ENSP00000485326 9606.ENSP00000307447
10090.ENSMUSP00000128278 9606.ENSP00000268182
10090.ENSMUSP00000011285 9606.ENSP00000293829
10090.ENSMUSP00000130019 9606.ENSP00000310557
10090.ENSMUSP00000128271 9606.ENSP00000313995
10090.ENSMUSP00000128270 9606.ENSP00000307774
10090.ENSMUSP00000128277 9606.ENSP00000387211
10090.ENSMUSP00000128276 9606.ENSP00000436812
10090.ENSMUSP00000106752 9606.ENSP00000338173
10090.ENSMUSP00000106753 9606.ENSP00000304226
10090.ENSMUSP00000106750 9606.ENSP00000380638
10090.ENSMUSP00000106751 9606.ENSP00000338173
10090.ENSMUSP00000106756 9606.ENSP00000315295
10090.ENSMUSP00000106757 9606.ENSP00000292614
10090.ENSMUSP00000106754 9606.ENSP00000304226
10090.ENSMUSP00000106759 9606.ENSP00000292614
10090.ENSMUSP00000095214 9606.ENSP00000231173
10090.ENSMUSP00000115520 9606.ENSP00000361331
10090.ENSMUSP00000115523 9606.ENSP00000362014
10090.ENSMUSP00000115522 9606.ENSP00000349458
10090.ENSMUSP00000115525 9606.ENSP00000369436
10090.ENSMUSP00000115524 9606.ENSP00000358045
10090.ENSMUSP00000115527 9606.ENSP00000362727
10090.ENSMUSP00000115526 9606.ENSP00000309262
10090.ENSMUSP00000115529 9606.ENSP00000295746
10090.ENSMUSP00000124068 9606.ENSP00000264917
10090.ENSMUSP00000004136 9606.ENSP00000311469 9606.ENSP00000256593
10090.ENSMUSP00000118926 9606.ENSP00000479860
10090.ENSMUSP00000118924 9606.ENSP00000360764
10090.ENSMUSP00000118925 9606.ENSP00000435460
10090.ENSMUSP00000118922 9606.ENSP00000377001
10090.ENSMUSP00000118923 9606.ENSP00000245304
10090.ENSMUSP00000118920 9606.ENSP00000351813
10090.ENSMUSP00000118921 9606.ENSP00000350719
10090.ENSMUSP00000118928 9606.ENSP00000357645
10090.ENSMUSP00000118929 9606.ENSP00000262940 9606.ENSP00000440982
10090.ENSMUSP00000104459 9606.ENSP00000417401
10090.ENSMUSP00000104458 9606.ENSP00000268676
10090.ENSMUSP00000104452 9606.ENSP00000331774 9606.ENSP00000355431 9606.ENSP00000355429
10090.ENSMUSP00000104451 9606.ENSP00000331774 9606.ENSP00000355431 9606.ENSP00000355429
10090.ENSMUSP00000104450 9606.ENSP00000331774 9606.ENSP00000355431 9606.ENSP00000355429
10090.ENSMUSP00000104457 9606.ENSP00000421915
10090.ENSMUSP00000104456 9606.ENSP00000466174 9606.ENSP00000399465
10090.ENSMUSP00000130014 9606.ENSP00000455434
10090.ENSMUSP00000104454 9606.ENSP00000466070
10090.ENSMUSP00000138487 9606.ENSP00000349588
10090.ENSMUSP00000102129 9606.ENSP00000319482
10090.ENSMUSP00000102128 9606.ENSP00000379367
10090.ENSMUSP00000072334 9606.ENSP00000312185
10090.ENSMUSP00000102127 9606.ENSP00000379367
10090.ENSMUSP00000102126 9606.ENSP00000379367
10090.ENSMUSP00000102123 9606.ENSP00000361014
10090.ENSMUSP00000024829 9606.ENSP00000354995
10090.ENSMUSP00000024823 9606.ENSP00000362463
10090.ENSMUSP00000024827 9606.ENSP00000430690
10090.ENSMUSP00000024826 9606.ENSP00000291526
10090.ENSMUSP00000118783 9606.ENSP00000269221
10090.ENSMUSP00000054858 9606.ENSP00000365159
10090.ENSMUSP00000110000 9606.ENSP00000358997
10090.ENSMUSP00000066682 9606.ENSP00000262301
10090.ENSMUSP00000130356 9606.ENSP00000484343
10090.ENSMUSP00000054856 9606.ENSP00000332887
10090.ENSMUSP00000090198 9606.ENSP00000316512
10090.ENSMUSP00000130017 9606.ENSP00000202556
10090.ENSMUSP00000123556 9606.ENSP00000334592
10090.ENSMUSP00000054545 9606.ENSP00000268125
10090.ENSMUSP00000127233 9606.ENSP00000472696 9606.ENSP00000292879
10090.ENSMUSP00000127234 9606.ENSP00000297164
10090.ENSMUSP00000127235 9606.ENSP00000367309
